segment_id,value,created_at
31,88.18,2026-03-06 20:40:51
32,51.61,2026-03-06 20:40:51
33,73.85,2026-03-06 20:40:51
34,46.34,2026-03-06 20:40:51
35,82.38,2026-03-06 20:40:51
36,58.44,2026-03-06 20:40:51
37,81.59,2026-03-06 20:40:51
38,61.09,2026-03-06 20:40:51
39,70.82,2026-03-06 20:40:51
40,47.1,2026-03-06 20:40:51
1,77.01,2026-03-06 21:10:51
2,57.59,2026-03-06 21:10:51
3,80.68,2026-03-06 21:10:51
4,59.7,2026-03-06 21:10:51
5,83.1,2026-03-06 21:10:51
6,62.88,2026-03-06 21:10:51
7,77.79,2026-03-06 21:10:51
8,48.21,2026-03-06 21:10:51
9,76.38,2026-03-06 21:10:51
10,55.81,2026-03-06 21:10:51
11,74.06,2026-03-06 21:10:51
12,48.68,2026-03-06 21:10:51
13,84.57,2026-03-06 21:10:51
14,46.8,2026-03-06 21:10:51
15,73.59,2026-03-06 21:10:51
16,62.91,2026-03-06 21:10:51
17,80.82,2026-03-06 21:10:51
18,45.73,2026-03-06 21:10:51
19,86.02,2026-03-06 21:10:51
20,56.06,2026-03-06 21:10:51
21,84.09,2026-03-06 21:10:51
22,46.18,2026-03-06 21:10:51
23,70.35,2026-03-06 21:10:51
24,46.9,2026-03-06 21:10:51
25,79.31,2026-03-06 21:10:51
26,64.2,2026-03-06 21:10:51
27,85.46,2026-03-06 21:10:51
28,48.49,2026-03-06 21:10:51
29,89.39,2026-03-06 21:10:51
30,56.33,2026-03-06 21:10:51
31,83.57,2026-03-06 21:10:51
32,57.98,2026-03-06 21:10:51
33,76.09,2026-03-06 21:10:51
34,61.99,2026-03-06 21:10:51
35,70.31,2026-03-06 21:10:51
36,46.06,2026-03-06 21:10:51
37,76.55,2026-03-06 21:10:51
38,62.09,2026-03-06 21:10:51
39,84.05,2026-03-06 21:10:51
40,58.43,2026-03-06 21:10:51
1,16.74,2026-03-06 21:40:51
2,14.8,2026-03-06 21:40:51
3,18.79,2026-03-06 21:40:51
4,10.71,2026-03-06 21:40:51
5,3.13,2026-03-06 21:40:51
6,15.86,2026-03-06 21:40:51
7,14.33,2026-03-06 21:40:51
8,4.06,2026-03-06 21:40:51
9,9.89,2026-03-06 21:40:51
10,3.42,2026-03-06 21:40:51
11,2.46,2026-03-06 21:40:51
12,18.83,2026-03-06 21:40:51
13,13.77,2026-03-06 21:40:51
14,16.87,2026-03-06 21:40:51
15,5.89,2026-03-06 21:40:51
16,5.06,2026-03-06 21:40:51
17,15.06,2026-03-06 21:40:51
18,2.9,2026-03-06 21:40:51
19,19.35,2026-03-06 21:40:51
20,5.31,2026-03-06 21:40:51
21,14.25,2026-03-06 21:40:51
22,2.23,2026-03-06 21:40:51
23,5.97,2026-03-06 21:40:51
24,14.95,2026-03-06 21:40:51
25,10.35,2026-03-06 21:40:51
26,11.93,2026-03-06 21:40:51
27,5.99,2026-03-06 21:40:51
28,13.02,2026-03-06 21:40:51
29,8.93,2026-03-06 21:40:51
30,14.07,2026-03-06 21:40:51
31,13.5,2026-03-06 21:40:51
32,18.36,2026-03-06 21:40:51
33,16.01,2026-03-06 21:40:51
34,13.3,2026-03-06 21:40:51
35,15.82,2026-03-06 21:40:51
36,4.67,2026-03-06 21:40:51
37,11.87,2026-03-06 21:40:51
38,17.71,2026-03-06 21:40:51
39,13.77,2026-03-06 21:40:51
40,17.59,2026-03-06 21:40:51
1,10.57,2026-03-06 22:10:51
2,1.04,2026-03-06 22:10:51
3,1.14,2026-03-06 22:10:51
4,6.75,2026-03-06 22:10:51
5,3.77,2026-03-06 22:10:51
6,9.56,2026-03-06 22:10:51
7,17.26,2026-03-06 22:10:51
8,10.17,2026-03-06 22:10:51
9,11.33,2026-03-06 22:10:51
10,17.92,2026-03-06 22:10:51
11,11.37,2026-03-06 22:10:51
12,3.05,2026-03-06 22:10:51
13,6.21,2026-03-06 22:10:51
14,12.87,2026-03-06 22:10:51
15,11.32,2026-03-06 22:10:51
16,15.48,2026-03-06 22:10:51
17,6.6,2026-03-06 22:10:51
18,17.24,2026-03-06 22:10:51
19,17.21,2026-03-06 22:10:51
20,2.97,2026-03-06 22:10:51
21,3.8,2026-03-06 22:10:51
22,0.26,2026-03-06 22:10:51
23,0.95,2026-03-06 22:10:51
24,15.48,2026-03-06 22:10:51
25,1.42,2026-03-06 22:10:51
26,19.01,2026-03-06 22:10:51
27,11.89,2026-03-06 22:10:51
28,1.0,2026-03-06 22:10:51
29,13.7,2026-03-06 22:10:51
30,5.32,2026-03-06 22:10:51
31,16.72,2026-03-06 22:10:51
32,18.86,2026-03-06 22:10:51
33,0.68,2026-03-06 22:10:51
34,11.53,2026-03-06 22:10:51
35,19.82,2026-03-06 22:10:51
36,14.38,2026-03-06 22:10:51
37,12.05,2026-03-06 22:10:51
38,1.67,2026-03-06 22:10:51
39,6.97,2026-03-06 22:10:51
40,6.42,2026-03-06 22:10:51
1,8.62,2026-03-06 22:40:51
2,2.5,2026-03-06 22:40:51
3,5.83,2026-03-06 22:40:51
4,18.69,2026-03-06 22:40:51
5,7.32,2026-03-06 22:40:51
6,3.59,2026-03-06 22:40:51
7,16.26,2026-03-06 22:40:51
8,0.02,2026-03-06 22:40:51
9,4.51,2026-03-06 22:40:51
10,12.82,2026-03-06 22:40:51
11,19.06,2026-03-06 22:40:51
12,17.12,2026-03-06 22:40:51
13,7.73,2026-03-06 22:40:51
14,4.65,2026-03-06 22:40:51
15,18.36,2026-03-06 22:40:51
16,1.56,2026-03-06 22:40:51
17,11.61,2026-03-06 22:40:51
18,5.68,2026-03-06 22:40:51
19,0.66,2026-03-06 22:40:51
20,18.22,2026-03-06 22:40:51
21,0.55,2026-03-06 22:40:51
22,5.0,2026-03-06 22:40:51
23,2.04,2026-03-06 22:40:51
24,0.8,2026-03-06 22:40:51
25,3.73,2026-03-06 22:40:51
26,3.04,2026-03-06 22:40:51
27,12.61,2026-03-06 22:40:51
28,6.45,2026-03-06 22:40:51
29,1.51,2026-03-06 22:40:51
30,8.19,2026-03-06 22:40:51
31,9.44,2026-03-06 22:40:51
32,4.51,2026-03-06 22:40:51
33,4.27,2026-03-06 22:40:51
34,4.45,2026-03-06 22:40:51
35,17.24,2026-03-06 22:40:51
36,3.77,2026-03-06 22:40:51
37,5.28,2026-03-06 22:40:51
38,0.27,2026-03-06 22:40:51
39,11.85,2026-03-06 22:40:51
40,10.98,2026-03-06 22:40:51
1,12.95,2026-03-06 23:10:51
2,1.01,2026-03-06 23:10:51
3,19.47,2026-03-06 23:10:51
4,5.08,2026-03-06 23:10:51
5,0.53,2026-03-06 23:10:51
6,12.65,2026-03-06 23:10:51
7,13.47,2026-03-06 23:10:51
8,16.77,2026-03-06 23:10:51
9,17.84,2026-03-06 23:10:51
10,13.94,2026-03-06 23:10:51
11,16.01,2026-03-06 23:10:51
12,10.43,2026-03-06 23:10:51
13,18.67,2026-03-06 23:10:51
14,15.4,2026-03-06 23:10:51
15,4.13,2026-03-06 23:10:51
16,11.16,2026-03-06 23:10:51
17,0.03,2026-03-06 23:10:51
18,15.82,2026-03-06 23:10:51
19,4.7,2026-03-06 23:10:51
20,5.96,2026-03-06 23:10:51
21,11.65,2026-03-06 23:10:51
22,3.31,2026-03-06 23:10:51
23,2.11,2026-03-06 23:10:51
24,2.35,2026-03-06 23:10:51
25,16.79,2026-03-06 23:10:51
26,14.4,2026-03-06 23:10:51
27,19.75,2026-03-06 23:10:51
28,1.24,2026-03-06 23:10:51
29,6.43,2026-03-06 23:10:51
30,13.48,2026-03-06 23:10:51
31,10.99,2026-03-06 23:10:51
32,13.48,2026-03-06 23:10:51
33,16.65,2026-03-06 23:10:51
34,14.82,2026-03-06 23:10:51
35,1.06,2026-03-06 23:10:51
36,19.67,2026-03-06 23:10:51
37,18.97,2026-03-06 23:10:51
38,12.7,2026-03-06 23:10:51
39,1.05,2026-03-06 23:10:51
40,9.36,2026-03-06 23:10:51
1,16.64,2026-03-06 23:40:51
2,15.7,2026-03-06 23:40:51
3,14.17,2026-03-06 23:40:51
4,7.5,2026-03-06 23:40:51
5,15.75,2026-03-06 23:40:51
6,12.29,2026-03-06 23:40:51
7,8.56,2026-03-06 23:40:51
8,18.83,2026-03-06 23:40:51
9,4.45,2026-03-06 23:40:51
10,1.86,2026-03-06 23:40:51
11,2.09,2026-03-06 23:40:51
12,16.47,2026-03-06 23:40:51
13,16.54,2026-03-06 23:40:51
14,7.1,2026-03-06 23:40:51
15,9.4,2026-03-06 23:40:51
16,1.77,2026-03-06 23:40:51
17,8.25,2026-03-06 23:40:51
18,17.0,2026-03-06 23:40:51
19,4.72,2026-03-06 23:40:51
20,0.46,2026-03-06 23:40:51
21,1.36,2026-03-06 23:40:51
22,12.56,2026-03-06 23:40:51
23,1.54,2026-03-06 23:40:51
24,0.82,2026-03-06 23:40:51
25,11.18,2026-03-06 23:40:51
26,13.24,2026-03-06 23:40:51
27,13.36,2026-03-06 23:40:51
28,5.83,2026-03-06 23:40:51
29,0.03,2026-03-06 23:40:51
30,12.99,2026-03-06 23:40:51
31,7.39,2026-03-06 23:40:51
32,17.19,2026-03-06 23:40:51
33,5.91,2026-03-06 23:40:51
34,15.61,2026-03-06 23:40:51
35,7.23,2026-03-06 23:40:51
36,12.13,2026-03-06 23:40:51
37,11.29,2026-03-06 23:40:51
38,3.61,2026-03-06 23:40:51
39,16.02,2026-03-06 23:40:51
40,0.09,2026-03-06 23:40:51
1,14.81,2026-03-07 00:10:51
2,15.96,2026-03-07 00:10:51
3,21.1,2026-03-07 00:10:51
4,17.86,2026-03-07 00:10:51
5,8.58,2026-03-07 00:10:51
6,24.86,2026-03-07 00:10:51
7,5.77,2026-03-07 00:10:51
8,5.04,2026-03-07 00:10:51
9,17.97,2026-03-07 00:10:51
10,24.34,2026-03-07 00:10:51
11,21.4,2026-03-07 00:10:51
12,5.63,2026-03-07 00:10:51
13,21.89,2026-03-07 00:10:51
14,8.0,2026-03-07 00:10:51
15,23.4,2026-03-07 00:10:51
16,11.79,2026-03-07 00:10:51
17,10.5,2026-03-07 00:10:51
18,24.61,2026-03-07 00:10:51
19,21.48,2026-03-07 00:10:51
20,16.33,2026-03-07 00:10:51
21,20.85,2026-03-07 00:10:51
22,21.2,2026-03-07 00:10:51
23,5.03,2026-03-07 00:10:51
24,14.72,2026-03-07 00:10:51
25,8.19,2026-03-07 00:10:51
26,15.75,2026-03-07 00:10:51
27,16.51,2026-03-07 00:10:51
28,14.5,2026-03-07 00:10:51
29,13.62,2026-03-07 00:10:51
30,5.76,2026-03-07 00:10:51
31,23.53,2026-03-07 00:10:51
32,18.88,2026-03-07 00:10:51
33,18.52,2026-03-07 00:10:51
34,5.31,2026-03-07 00:10:51
35,20.11,2026-03-07 00:10:51
36,15.98,2026-03-07 00:10:51
37,9.8,2026-03-07 00:10:51
38,16.06,2026-03-07 00:10:51
39,20.26,2026-03-07 00:10:51
40,8.92,2026-03-07 00:10:51
1,13.53,2026-03-07 00:40:51
2,5.75,2026-03-07 00:40:51
3,8.78,2026-03-07 00:40:51
4,21.74,2026-03-07 00:40:51
5,21.73,2026-03-07 00:40:51
6,18.83,2026-03-07 00:40:51
7,21.01,2026-03-07 00:40:51
8,18.23,2026-03-07 00:40:51
9,21.81,2026-03-07 00:40:51
10,7.47,2026-03-07 00:40:51
11,15.64,2026-03-07 00:40:51
12,17.36,2026-03-07 00:40:51
13,11.87,2026-03-07 00:40:51
14,14.92,2026-03-07 00:40:51
15,7.7,2026-03-07 00:40:51
16,14.78,2026-03-07 00:40:51
17,21.24,2026-03-07 00:40:51
18,12.69,2026-03-07 00:40:51
19,24.27,2026-03-07 00:40:51
20,7.7,2026-03-07 00:40:51
21,8.27,2026-03-07 00:40:51
22,9.86,2026-03-07 00:40:51
23,5.41,2026-03-07 00:40:51
24,14.07,2026-03-07 00:40:51
25,8.85,2026-03-07 00:40:51
26,22.79,2026-03-07 00:40:51
27,20.3,2026-03-07 00:40:51
28,16.6,2026-03-07 00:40:51
29,18.32,2026-03-07 00:40:51
30,19.69,2026-03-07 00:40:51
31,12.77,2026-03-07 00:40:51
32,14.18,2026-03-07 00:40:51
33,22.18,2026-03-07 00:40:51
34,5.56,2026-03-07 00:40:51
35,16.55,2026-03-07 00:40:51
36,8.99,2026-03-07 00:40:51
37,11.02,2026-03-07 00:40:51
38,13.21,2026-03-07 00:40:51
39,21.85,2026-03-07 00:40:51
40,18.65,2026-03-07 00:40:51
1,9.83,2026-03-07 01:10:51
2,15.48,2026-03-07 01:10:51
3,10.39,2026-03-07 01:10:51
4,13.5,2026-03-07 01:10:51
5,7.21,2026-03-07 01:10:51
6,12.48,2026-03-07 01:10:51
7,14.92,2026-03-07 01:10:51
8,15.66,2026-03-07 01:10:51
9,12.47,2026-03-07 01:10:51
10,24.64,2026-03-07 01:10:51
11,17.83,2026-03-07 01:10:51
12,21.44,2026-03-07 01:10:51
13,11.63,2026-03-07 01:10:51
14,17.19,2026-03-07 01:10:51
15,20.83,2026-03-07 01:10:51
16,20.63,2026-03-07 01:10:51
17,23.41,2026-03-07 01:10:51
18,6.25,2026-03-07 01:10:51
19,19.06,2026-03-07 01:10:51
20,22.74,2026-03-07 01:10:51
21,19.11,2026-03-07 01:10:51
22,7.51,2026-03-07 01:10:51
23,6.67,2026-03-07 01:10:51
24,23.6,2026-03-07 01:10:51
25,10.0,2026-03-07 01:10:51
26,21.31,2026-03-07 01:10:51
27,18.54,2026-03-07 01:10:51
28,23.95,2026-03-07 01:10:51
29,12.14,2026-03-07 01:10:51
30,18.32,2026-03-07 01:10:51
31,18.93,2026-03-07 01:10:51
32,17.99,2026-03-07 01:10:51
33,11.25,2026-03-07 01:10:51
34,16.83,2026-03-07 01:10:51
35,13.99,2026-03-07 01:10:51
36,7.65,2026-03-07 01:10:51
37,18.42,2026-03-07 01:10:51
38,22.93,2026-03-07 01:10:51
39,18.65,2026-03-07 01:10:51
40,5.91,2026-03-07 01:10:51
1,8.63,2026-03-07 01:40:51
2,8.51,2026-03-07 01:40:51
3,14.97,2026-03-07 01:40:51
4,17.11,2026-03-07 01:40:51
5,7.98,2026-03-07 01:40:51
6,17.56,2026-03-07 01:40:51
7,6.48,2026-03-07 01:40:51
8,19.97,2026-03-07 01:40:51
9,13.9,2026-03-07 01:40:51
10,21.39,2026-03-07 01:40:51
11,22.68,2026-03-07 01:40:51
12,20.1,2026-03-07 01:40:51
13,16.26,2026-03-07 01:40:51
14,10.42,2026-03-07 01:40:51
15,6.21,2026-03-07 01:40:51
16,9.02,2026-03-07 01:40:51
17,7.26,2026-03-07 01:40:51
18,11.34,2026-03-07 01:40:51
19,10.64,2026-03-07 01:40:51
20,13.05,2026-03-07 01:40:51
21,15.39,2026-03-07 01:40:51
22,22.85,2026-03-07 01:40:51
23,20.33,2026-03-07 01:40:51
24,7.68,2026-03-07 01:40:51
25,23.07,2026-03-07 01:40:51
26,9.16,2026-03-07 01:40:51
27,20.01,2026-03-07 01:40:51
28,16.7,2026-03-07 01:40:51
29,20.52,2026-03-07 01:40:51
30,9.34,2026-03-07 01:40:51
31,21.54,2026-03-07 01:40:51
32,18.96,2026-03-07 01:40:51
33,17.68,2026-03-07 01:40:51
34,11.7,2026-03-07 01:40:51
35,19.66,2026-03-07 01:40:51
36,8.07,2026-03-07 01:40:51
37,16.83,2026-03-07 01:40:51
38,25.0,2026-03-07 01:40:51
39,11.63,2026-03-07 01:40:51
40,14.32,2026-03-07 01:40:51
1,6.66,2026-03-07 02:10:51
2,12.87,2026-03-07 02:10:51
3,12.2,2026-03-07 02:10:51
4,17.59,2026-03-07 02:10:51
5,16.64,2026-03-07 02:10:51
6,8.06,2026-03-07 02:10:51
7,13.47,2026-03-07 02:10:51
8,24.28,2026-03-07 02:10:51
9,19.89,2026-03-07 02:10:51
10,15.97,2026-03-07 02:10:51
11,23.86,2026-03-07 02:10:51
12,17.14,2026-03-07 02:10:51
13,11.62,2026-03-07 02:10:51
14,7.3,2026-03-07 02:10:51
15,24.81,2026-03-07 02:10:51
16,6.74,2026-03-07 02:10:51
17,8.64,2026-03-07 02:10:51
18,21.37,2026-03-07 02:10:51
19,15.74,2026-03-07 02:10:51
20,24.53,2026-03-07 02:10:51
21,6.98,2026-03-07 02:10:51
22,23.61,2026-03-07 02:10:51
23,12.14,2026-03-07 02:10:51
24,15.97,2026-03-07 02:10:51
25,16.37,2026-03-07 02:10:51
26,7.1,2026-03-07 02:10:51
27,18.94,2026-03-07 02:10:51
28,22.32,2026-03-07 02:10:51
29,9.17,2026-03-07 02:10:51
30,13.48,2026-03-07 02:10:51
31,14.92,2026-03-07 02:10:51
32,20.07,2026-03-07 02:10:51
33,24.67,2026-03-07 02:10:51
34,6.22,2026-03-07 02:10:51
35,8.56,2026-03-07 02:10:51
36,13.16,2026-03-07 02:10:51
37,13.44,2026-03-07 02:10:51
38,18.7,2026-03-07 02:10:51
39,17.02,2026-03-07 02:10:51
40,20.04,2026-03-07 02:10:51
1,9.93,2026-03-07 02:40:51
2,8.02,2026-03-07 02:40:51
3,16.86,2026-03-07 02:40:51
4,17.24,2026-03-07 02:40:51
5,18.33,2026-03-07 02:40:51
6,8.15,2026-03-07 02:40:51
7,23.91,2026-03-07 02:40:51
8,9.22,2026-03-07 02:40:51
9,10.77,2026-03-07 02:40:51
10,11.33,2026-03-07 02:40:51
11,10.74,2026-03-07 02:40:51
12,6.82,2026-03-07 02:40:51
13,19.92,2026-03-07 02:40:51
14,14.88,2026-03-07 02:40:51
15,11.3,2026-03-07 02:40:51
16,16.09,2026-03-07 02:40:51
17,17.23,2026-03-07 02:40:51
18,11.29,2026-03-07 02:40:51
19,13.65,2026-03-07 02:40:51
20,18.39,2026-03-07 02:40:51
21,11.92,2026-03-07 02:40:51
22,14.11,2026-03-07 02:40:51
23,12.87,2026-03-07 02:40:51
24,24.62,2026-03-07 02:40:51
25,7.18,2026-03-07 02:40:51
26,13.77,2026-03-07 02:40:51
27,18.89,2026-03-07 02:40:51
28,12.46,2026-03-07 02:40:51
29,16.56,2026-03-07 02:40:51
30,17.91,2026-03-07 02:40:51
31,13.17,2026-03-07 02:40:51
32,24.36,2026-03-07 02:40:51
33,15.01,2026-03-07 02:40:51
34,11.97,2026-03-07 02:40:51
35,23.23,2026-03-07 02:40:51
36,10.55,2026-03-07 02:40:51
37,6.28,2026-03-07 02:40:51
38,6.91,2026-03-07 02:40:51
39,14.93,2026-03-07 02:40:51
40,8.91,2026-03-07 02:40:51
1,21.61,2026-03-07 03:10:51
2,14.29,2026-03-07 03:10:51
3,24.1,2026-03-07 03:10:51
4,15.28,2026-03-07 03:10:51
5,11.9,2026-03-07 03:10:51
6,14.39,2026-03-07 03:10:51
7,16.91,2026-03-07 03:10:51
8,17.79,2026-03-07 03:10:51
9,24.91,2026-03-07 03:10:51
10,18.74,2026-03-07 03:10:51
11,18.72,2026-03-07 03:10:51
12,19.63,2026-03-07 03:10:51
13,15.79,2026-03-07 03:10:51
14,8.89,2026-03-07 03:10:51
15,16.91,2026-03-07 03:10:51
16,6.9,2026-03-07 03:10:51
17,12.73,2026-03-07 03:10:51
18,10.35,2026-03-07 03:10:51
19,7.57,2026-03-07 03:10:51
20,13.43,2026-03-07 03:10:51
21,15.98,2026-03-07 03:10:51
22,13.9,2026-03-07 03:10:51
23,10.53,2026-03-07 03:10:51
24,9.82,2026-03-07 03:10:51
25,12.05,2026-03-07 03:10:51
26,24.09,2026-03-07 03:10:51
27,22.46,2026-03-07 03:10:51
28,12.97,2026-03-07 03:10:51
29,15.22,2026-03-07 03:10:51
30,22.08,2026-03-07 03:10:51
31,17.07,2026-03-07 03:10:51
32,10.36,2026-03-07 03:10:51
33,23.15,2026-03-07 03:10:51
34,13.52,2026-03-07 03:10:51
35,6.87,2026-03-07 03:10:51
36,15.85,2026-03-07 03:10:51
37,14.54,2026-03-07 03:10:51
38,10.14,2026-03-07 03:10:51
39,18.55,2026-03-07 03:10:51
40,5.04,2026-03-07 03:10:51
1,19.68,2026-03-07 03:40:51
2,21.85,2026-03-07 03:40:51
3,16.81,2026-03-07 03:40:51
4,23.48,2026-03-07 03:40:51
5,15.98,2026-03-07 03:40:51
6,22.77,2026-03-07 03:40:51
7,7.78,2026-03-07 03:40:51
8,20.3,2026-03-07 03:40:51
9,16.3,2026-03-07 03:40:51
10,24.64,2026-03-07 03:40:51
11,18.15,2026-03-07 03:40:51
12,9.69,2026-03-07 03:40:51
13,15.45,2026-03-07 03:40:51
14,10.67,2026-03-07 03:40:51
15,19.22,2026-03-07 03:40:51
16,23.38,2026-03-07 03:40:51
17,20.88,2026-03-07 03:40:51
18,12.54,2026-03-07 03:40:51
19,5.17,2026-03-07 03:40:51
20,10.8,2026-03-07 03:40:51
21,10.52,2026-03-07 03:40:51
22,22.08,2026-03-07 03:40:51
23,24.53,2026-03-07 03:40:51
24,23.28,2026-03-07 03:40:51
25,22.31,2026-03-07 03:40:51
26,24.01,2026-03-07 03:40:51
27,23.11,2026-03-07 03:40:51
28,5.15,2026-03-07 03:40:51
29,11.56,2026-03-07 03:40:51
30,5.5,2026-03-07 03:40:51
31,20.81,2026-03-07 03:40:51
32,7.99,2026-03-07 03:40:51
33,11.21,2026-03-07 03:40:51
34,16.98,2026-03-07 03:40:51
35,11.98,2026-03-07 03:40:51
36,21.75,2026-03-07 03:40:51
37,15.09,2026-03-07 03:40:51
38,10.83,2026-03-07 03:40:51
39,22.28,2026-03-07 03:40:51
40,8.29,2026-03-07 03:40:51
1,15.98,2026-03-07 04:10:51
2,10.44,2026-03-07 04:10:51
3,24.38,2026-03-07 04:10:51
4,15.2,2026-03-07 04:10:51
5,9.06,2026-03-07 04:10:51
6,19.99,2026-03-07 04:10:51
7,13.09,2026-03-07 04:10:51
8,7.24,2026-03-07 04:10:51
9,8.99,2026-03-07 04:10:51
10,6.43,2026-03-07 04:10:51
11,18.19,2026-03-07 04:10:51
12,23.08,2026-03-07 04:10:51
13,16.92,2026-03-07 04:10:51
14,20.42,2026-03-07 04:10:51
15,14.24,2026-03-07 04:10:51
16,7.8,2026-03-07 04:10:51
17,5.73,2026-03-07 04:10:51
18,20.29,2026-03-07 04:10:51
19,14.49,2026-03-07 04:10:51
20,17.37,2026-03-07 04:10:51
21,11.37,2026-03-07 04:10:51
22,6.3,2026-03-07 04:10:51
23,18.37,2026-03-07 04:10:51
24,15.73,2026-03-07 04:10:51
25,23.88,2026-03-07 04:10:51
26,18.76,2026-03-07 04:10:51
27,12.75,2026-03-07 04:10:51
28,17.9,2026-03-07 04:10:51
29,16.59,2026-03-07 04:10:51
30,8.25,2026-03-07 04:10:51
31,15.0,2026-03-07 04:10:51
32,9.18,2026-03-07 04:10:51
33,11.6,2026-03-07 04:10:51
34,6.24,2026-03-07 04:10:51
35,16.27,2026-03-07 04:10:51
36,15.46,2026-03-07 04:10:51
37,10.25,2026-03-07 04:10:51
38,13.81,2026-03-07 04:10:51
39,24.67,2026-03-07 04:10:51
40,13.35,2026-03-07 04:10:51
1,17.54,2026-03-07 04:40:51
2,19.83,2026-03-07 04:40:51
3,24.6,2026-03-07 04:40:51
4,10.28,2026-03-07 04:40:51
5,8.15,2026-03-07 04:40:51
6,24.65,2026-03-07 04:40:51
7,17.17,2026-03-07 04:40:51
8,7.95,2026-03-07 04:40:51
9,7.02,2026-03-07 04:40:51
10,19.14,2026-03-07 04:40:51
11,6.5,2026-03-07 04:40:51
12,20.57,2026-03-07 04:40:51
13,20.6,2026-03-07 04:40:51
14,23.82,2026-03-07 04:40:51
15,5.03,2026-03-07 04:40:51
16,8.37,2026-03-07 04:40:51
17,8.66,2026-03-07 04:40:51
18,11.48,2026-03-07 04:40:51
19,19.03,2026-03-07 04:40:51
20,11.33,2026-03-07 04:40:51
21,16.82,2026-03-07 04:40:51
22,13.45,2026-03-07 04:40:51
23,11.51,2026-03-07 04:40:51
24,19.44,2026-03-07 04:40:51
25,9.21,2026-03-07 04:40:51
26,23.44,2026-03-07 04:40:51
27,16.83,2026-03-07 04:40:51
28,18.2,2026-03-07 04:40:51
29,13.96,2026-03-07 04:40:51
30,19.93,2026-03-07 04:40:51
31,12.95,2026-03-07 04:40:51
32,6.1,2026-03-07 04:40:51
33,6.76,2026-03-07 04:40:51
34,17.13,2026-03-07 04:40:51
35,9.19,2026-03-07 04:40:51
36,6.78,2026-03-07 04:40:51
37,6.27,2026-03-07 04:40:51
38,22.63,2026-03-07 04:40:51
39,6.52,2026-03-07 04:40:51
40,10.27,2026-03-07 04:40:51
1,5.08,2026-03-07 05:10:51
2,13.39,2026-03-07 05:10:51
3,17.53,2026-03-07 05:10:51
4,9.74,2026-03-07 05:10:51
5,11.63,2026-03-07 05:10:51
6,12.69,2026-03-07 05:10:51
7,13.57,2026-03-07 05:10:51
8,8.07,2026-03-07 05:10:51
9,18.47,2026-03-07 05:10:51
10,6.27,2026-03-07 05:10:51
11,24.33,2026-03-07 05:10:51
12,14.08,2026-03-07 05:10:51
13,13.05,2026-03-07 05:10:51
14,10.45,2026-03-07 05:10:51
15,21.07,2026-03-07 05:10:51
16,11.89,2026-03-07 05:10:51
17,23.58,2026-03-07 05:10:51
18,16.39,2026-03-07 05:10:51
19,9.83,2026-03-07 05:10:51
20,8.69,2026-03-07 05:10:51
21,17.86,2026-03-07 05:10:51
22,14.0,2026-03-07 05:10:51
23,20.8,2026-03-07 05:10:51
24,12.89,2026-03-07 05:10:51
25,17.64,2026-03-07 05:10:51
26,14.99,2026-03-07 05:10:51
27,23.79,2026-03-07 05:10:51
28,20.92,2026-03-07 05:10:51
29,7.18,2026-03-07 05:10:51
30,17.79,2026-03-07 05:10:51
31,16.81,2026-03-07 05:10:51
32,9.54,2026-03-07 05:10:51
33,21.57,2026-03-07 05:10:51
34,15.54,2026-03-07 05:10:51
35,23.48,2026-03-07 05:10:51
36,7.46,2026-03-07 05:10:51
37,23.15,2026-03-07 05:10:51
38,24.13,2026-03-07 05:10:51
39,24.88,2026-03-07 05:10:51
40,14.15,2026-03-07 05:10:51
1,20.17,2026-03-07 05:40:51
2,24.39,2026-03-07 05:40:51
3,15.48,2026-03-07 05:40:51
4,17.06,2026-03-07 05:40:51
5,22.4,2026-03-07 05:40:51
6,6.22,2026-03-07 05:40:51
7,13.96,2026-03-07 05:40:51
8,5.51,2026-03-07 05:40:51
9,5.0,2026-03-07 05:40:51
10,5.17,2026-03-07 05:40:51
11,15.64,2026-03-07 05:40:51
12,22.77,2026-03-07 05:40:51
13,22.91,2026-03-07 05:40:51
14,23.96,2026-03-07 05:40:51
15,7.16,2026-03-07 05:40:51
16,17.91,2026-03-07 05:40:51
17,16.99,2026-03-07 05:40:51
18,14.54,2026-03-07 05:40:51
19,12.84,2026-03-07 05:40:51
20,8.83,2026-03-07 05:40:51
21,7.75,2026-03-07 05:40:51
22,8.24,2026-03-07 05:40:51
23,9.09,2026-03-07 05:40:51
24,19.68,2026-03-07 05:40:51
25,7.1,2026-03-07 05:40:51
26,19.94,2026-03-07 05:40:51
27,12.48,2026-03-07 05:40:51
28,23.69,2026-03-07 05:40:51
29,12.67,2026-03-07 05:40:51
30,11.04,2026-03-07 05:40:51
31,7.39,2026-03-07 05:40:51
32,5.29,2026-03-07 05:40:51
33,11.33,2026-03-07 05:40:51
34,7.7,2026-03-07 05:40:51
35,14.34,2026-03-07 05:40:51
36,10.62,2026-03-07 05:40:51
37,15.35,2026-03-07 05:40:51
38,23.58,2026-03-07 05:40:51
39,8.65,2026-03-07 05:40:51
40,12.48,2026-03-07 05:40:51
1,6.94,2026-03-07 06:10:51
2,20.59,2026-03-07 06:10:51
3,22.53,2026-03-07 06:10:51
4,21.14,2026-03-07 06:10:51
5,9.81,2026-03-07 06:10:51
6,16.52,2026-03-07 06:10:51
